-13.0131, -2.4400, 90
-13.6145, 5.7440, 125
-9.5561, 5.4605, 275
-2.4224, 1.9832, 275
-7.8666, -3.0553, 275
-4.8474, -2.4705, 275
1.1869, -4.0169, 0
1.3267, 3.4669, 90
5.0881, 3.9361, 90
8.9720, -1.5720, 0
-5.5,-1.4,90
